theta_arcmin,psf_sr-1,s_deg2_sr-1,encircled_energy
1.493352362517253562e+00,1.206361546201568271e+05,7.473078963003482045e+01,4.267572198791487192e-01
1.526269916319131337e+00,1.158723129836115695e+05,7.497903793860480448e+01,4.298808521542288874e-01
1.559913062670695849e+00,1.113474156205647305e+05,7.526246364592543614e+01,4.330155797766711001e-01
1.594297795608178303e+00,1.070467493012768828e+05,7.558051973054961081e+01,4.361628597632900006e-01
1.629440461719935396e+00,1.029564083568262577e+05,7.593253093021418465e+01,4.393241233869424334e-01
1.665357767917656551e+00,9.906328668949462008e+04,7.631770926938138189e+01,4.425007717489377601e-01
1.702066789378873235e+00,9.535509266643536102e+04,7.673519260052546542e+01,4.456941712569522651e-01
1.739584977664540455e+00,9.182021041060224525e+04,7.718396415826560997e+01,4.489056490415361256e-01
1.777930169015553119e+00,8.844775168017014221e+04,7.766291649951577369e+01,4.521364883253525258e-01
1.817120592832139003e+00,8.522751407906583336e+04,7.817084752589381935e+01,4.553879237392242652e-01
1.857174880340162426e+00,8.214988473256328143e+04,7.870640199370289736e+01,4.586611366338710361e-01
1.898112073448454451e+00,7.920589307483915763e+04,7.926814546069699929e+01,4.619572503855469137e-01
1.939951633801385800e+00,7.638713569400686538e+04,7.985452477827634254e+01,4.652773257188296263e-01
1.982713452030979928e+00,7.368574026346030587e+04,8.046385884479981598e+01,4.686223560906229713e-01
2.026417857212970297e+00,7.109438535906340985e+04,8.109438992169297933e+01,4.719932631356448249e-01
2.071085626531293578e+00,6.860621966913151846e+04,8.174422826393853825e+01,4.753908922150091865e-01
2.116737995155615337e+00,6.621486596897389973e+04,8.241138526565730160e+01,4.788160081056621609e-01
2.163396666336582896e+00,6.391441722001173912e+04,8.309380469043610162e+01,4.822692908372279152e-01
2.211083821723605514e+00,6.169935335238755943e+04,8.378929290125486773e+01,4.857513317318703505e-01
2.259822131910065313e+00,5.956457748142277705e+04,8.449559724069465005e+01,4.892626296705225863e-01
2.309634767210974715e+00,5.750537530352651083e+04,8.521039101875466315e+01,4.928035876079783772e-01
2.360545408678203394e+00,5.551737129944798653e+04,8.593124657804835920e+01,4.963745093923143670e-01
2.412578259358507893e+00,5.359654805896944890e+04,8.665570072886930575e+01,4.999755968990970412e-01
2.465758055799722293e+00,5.173919776765364077e+04,8.738122144399901003e+01,5.036069475184959954e-01
2.520110079810574888e+00,4.994190732595730515e+04,8.810522132507013282e+01,5.072685520376266632e-01
2.575660170479722400e+00,4.820156167114091659e+04,8.882510563634173195e+01,5.109602929242366143e-01
2.632434736459718927e+00,4.651529142232989398e+04,8.953822305627714684e+01,5.146819430525196859e-01
2.690460768521755863e+00,4.488048044570955972e+04,9.024191940545010482e+01,5.184331648970909034e-01
2.749765852387140441e+00,4.329475297683909594e+04,9.093356007337810354e+01,5.222135101963905068e-01
2.810378181841619138e+00,4.175592739348017494e+04,9.161048098834385200e+01,5.260224201247862830e-01
2.872326572138772516e+00,4.026203434911670047e+04,9.227006915922724772e+01,5.298592259737744392e-01
